Order ID,Order Date,Ship Mode,Customer Name,Segment,Country,City,Region,Product ID,Category,Sub-Category,Product Name,Sales,Quantity,Discount,Profit
US-2015-134026,4/26/2015,Standard Class,Joel Eaton,Consumer,United States,Memphis,South,FUR-FU-10003708,Furniture,Furnishings,"Tenex Traditional Chairmats for Medium Pile Carpet, Standard Lip, 36"" x 48""",97.04,2,0.2,1.213
US-2017-118038,12/9/2017,First Class,Ken Brennan,Corporate,United States,Houston,Central,FUR-FU-10000260,Furniture,Furnishings,"6"" Cubicle Wall Clock, Black",9.708,3,0.6,-5.8248
US-2014-147606,11/26/2014,Second Class,Joel Eaton,Consumer,United States,Houston,Central,FUR-FU-10003194,Furniture,Furnishings,"Eldon Expressions Desk Accessory, Wood Pencil Holder, Oak",19.3,5,0.6,-14.475
CA-2017-140088,5/28/2017,Second Class,Patrick O'Donnell,Consumer,United States,Columbia,South,FUR-CH-10000863,Furniture,Chairs,Novimex Swivel Fabric Task Chair,301.96,2,0.0,33.2156
CA-2015-149587,1/31/2015,Second Class,Karl Braun,Consumer,United States,Minneapolis,Central,FUR-FU-10003799,Furniture,Furnishings,"Seth Thomas 13 1/2"" Wall Clock",53.34,3,0.0,16.5354
CA-2017-161018,11/9/2017,Second Class,Parhena Norris,Home Office,United States,New York City,East,FUR-FU-10000629,Furniture,Furnishings,9-3/4 Diameter Round Wall Clock,96.53,7,0.0,40.5426
US-2015-156867,11/13/2015,Standard Class,Lena Cacioppo,Consumer,United States,Aurora,West,FUR-FU-10004006,Furniture,Furnishings,"Deflect-o DuraMat Lighweight, Studded, Beveled Mat for Low Pile Carpeting",102.36,3,0.2,-3.8385
CA-2017-146780,12/25/2017,Standard Class,Cynthia Voltz,Corporate,United States,New York City,East,FUR-FU-10001934,Furniture,Furnishings,Magnifier Swing Arm Lamp,41.96,2,0.0,10.9096
CA-2015-110457,3/2/2015,Standard Class,Dave Kipp,Consumer,United States,Seattle,West,FUR-TA-10001768,Furniture,Tables,Hon Racetrack Conference Tables,787.53,3,0.0,165.3813
CA-2016-103730,6/12/2016,First Class,Steven Cartwright,Consumer,United States,Wilmington,East,FUR-FU-10002157,Furniture,Furnishings,Artistic Insta-Plaque,47.04,3,0.0,18.3456
US-2014-152030,12/26/2014,Second Class,Alan Dominguez,Home Office,United States,Houston,Central,FUR-CH-10004063,Furniture,Chairs,Global Deluxe High-Back Manager's Chair,600.558,3,0.3,-8.5794
US-2014-134614,9/20/2014,Standard Class,Philip Fox,Consumer,United States,Bloomington,Central,FUR-TA-10004534,Furniture,Tables,Bevis 44 x 96 Conference Tables,617.7,6,0.5,-407.682
US-2016-125969,11/6/2016,Second Class,Lindsay Shagiari,Home Office,United States,Los Angeles,West,FUR-CH-10001146,Furniture,Chairs,"Global Task Chair, Black",81.424,2,0.2,-9.1602
US-2016-125969,11/6/2016,Second Class,Lindsay Shagiari,Home Office,United States,Los Angeles,West,FUR-FU-10003773,Furniture,Furnishings,Eldon Cleatmat Plus Chair Mats for High Pile Carpets,238.56,3,0.0,26.2416
CA-2016-145583,10/13/2016,Standard Class,Lena Creighton,Consumer,United States,Roseville,West,FUR-FU-10001706,Furniture,Furnishings,Longer-Life Soft White Bulbs,43.12,14,0.0,20.6976
CA-2016-110366,9/5/2016,Second Class,Jonathan Doherty,Corporate,United States,Philadelphia,East,FUR-FU-10004848,Furniture,Furnishings,"Howard Miller 13-3/4"" Diameter Brushed Chrome Round Wall Clock",82.8,2,0.2,10.35
CA-2014-110072,10/22/2014,Standard Class,Maureen Gastineau,Home Office,United States,Newark,East,FUR-FU-10000521,Furniture,Furnishings,"Seth Thomas 14"" Putty-Colored Wall Clock",93.888,4,0.2,12.9096
CA-2016-114489,12/5/2016,Standard Class,Justin Ellison,Corporate,United States,Franklin,Central,FUR-CH-10000454,Furniture,Chairs,"Hon Deluxe Fabric Upholstered Stacking Chairs, Rounded Back",1951.84,8,0.0,585.552
CA-2014-104269,3/1/2014,Second Class,Dave Brooks,Consumer,United States,Seattle,West,FUR-CH-10004063,Furniture,Chairs,Global Deluxe High-Back Manager's Chair,457.568,2,0.2,51.4764
CA-2014-139892,9/8/2014,Standard Class,Becky Martin,Consumer,United States,San Antonio,Central,FUR-CH-10004287,Furniture,Chairs,SAFCO Arco Folding Chair,1740.06,9,0.3,-24.858
CA-2014-118962,8/5/2014,Standard Class,Chad Sievert,Consumer,United States,Los Angeles,West,FUR-CH-10003817,Furniture,Chairs,"Global Value Steno Chair, Gray",340.144,7,0.2,21.259
US-2015-101511,11/21/2015,Second Class,Joel Eaton,Consumer,United States,Newark,East,FUR-CH-10004698,Furniture,Chairs,"Padded Folding Chairs, Black, 4/Carton",396.802,7,0.3,-11.3372
CA-2015-102281,10/12/2015,First Class,Mark Packer,Home Office,United States,New York City,East,FUR-BO-10002613,Furniture,Bookcases,"Atlantic Metals Mobile 4-Shelf Bookcases, Custom Colors",899.136,4,0.2,112.392
CA-2015-102281,10/12/2015,First Class,Mark Packer,Home Office,United States,New York City,East,FUR-BO-10002545,Furniture,Bookcases,"Atlantic Metals Mobile 3-Shelf Bookcases, Custom Colors",626.352,3,0.2,46.9764
CA-2014-133690,8/3/2014,First Class,Bruce Stewart,Consumer,United States,Denver,West,FUR-TA-10004289,Furniture,Tables,BoxOffice By Design Rectangular and Half-Moon Meeting Room Tables,218.75,2,0.5,-161.875
CA-2017-126382,6/3/2017,Standard Class,Heather Kirkland,Corporate,United States,Franklin,South,FUR-FU-10002960,Furniture,Furnishings,"Eldon 200 Class Desk Accessories, Burgundy",35.168,7,0.2,9.6712
CA-2015-146262,1/2/2015,Standard Class,Victoria Wilson,Corporate,United States,Medina,East,FUR-BO-10004695,Furniture,Bookcases,O'Sullivan 2-Door Barrister Bookcase in Odessa Pine,452.45,5,0.5,-244.323
CA-2015-169397,12/24/2015,First Class,Joni Blumstein,Consumer,United States,Dublin,East,FUR-FU-10000087,Furniture,Furnishings,"Executive Impressions 14"" Two-Color Numerals Wall Clock",72.704,4,0.2,19.0848
CA-2015-163055,8/9/2015,Standard Class,David Smith,Corporate,United States,Detroit,Central,FUR-TA-10003748,Furniture,Tables,Bevis 36 x 72 Conference Tables,622.45,5,0.0,136.939
US-2015-145436,2/28/2015,Standard Class,Valerie Dominguez,Consumer,United States,Columbia,South,FUR-CH-10004860,Furniture,Chairs,Global Low Back Tilter Chair,161.568,2,0.2,-28.2744
US-2015-145436,2/28/2015,Standard Class,Valerie Dominguez,Consumer,United States,Columbia,South,FUR-CH-10004477,Furniture,Chairs,"Global Push Button Manager's Chair, Indigo",389.696,8,0.2,43.8408
US-2017-100930,4/7/2017,Standard Class,Christopher Schild,Home Office,United States,Tampa,South,FUR-TA-10001705,Furniture,Tables,Bush Advantage Collection Round Conference Table,233.86,2,0.45,-102.048
US-2017-100930,4/7/2017,Standard Class,Christopher Schild,Home Office,United States,Tampa,South,FUR-TA-10003473,Furniture,Tables,Bretford Rectangular Conference Table Tops,620.6145,3,0.45,-248.2458
US-2017-100930,4/7/2017,Standard Class,Christopher Schild,Home Office,United States,Tampa,South,FUR-FU-10004017,Furniture,Furnishings,"Tenex Contemporary Contur Chairmats for Low and Medium Pile Carpet, Computer, 39"" x 49""",258.072,3,0.2,0.0
CA-2016-157749,6/4/2016,Second Class,Ken Lonsdale,Consumer,United States,Chicago,Central,FUR-FU-10000576,Furniture,Furnishings,Luxo Professional Fluorescent Magnifier Lamp with Clamp-Mount Base,419.68,5,0.6,-356.728
CA-2016-157749,6/4/2016,Second Class,Ken Lonsdale,Consumer,United States,Chicago,Central,FUR-FU-10004351,Furniture,Furnishings,Staple-based wall hangings,11.688,3,0.6,-4.6752
CA-2016-157749,6/4/2016,Second Class,Ken Lonsdale,Consumer,United States,Chicago,Central,FUR-TA-10002607,Furniture,Tables,KI Conference Tables,177.225,5,0.5,-120.513
CA-2016-157749,6/4/2016,Second Class,Ken Lonsdale,Consumer,United States,Chicago,Central,FUR-FU-10002505,Furniture,Furnishings,Eldon 100 Class Desk Accessories,4.044,3,0.6,-2.8308
CA-2014-131926,6/1/2014,Second Class,Dianna Wilson,Home Office,United States,Lakeville,Central,FUR-CH-10004063,Furniture,Chairs,Global Deluxe High-Back Manager's Chair,2001.86,7,0.0,580.5394
CA-2016-154739,12/10/2016,Second Class,Logan Haushalter,Consumer,United States,San Francisco,West,FUR-CH-10002965,Furniture,Chairs,"Global Leather Highback Executive Chair with Pneumatic Height Adjustment, Black",321.568,2,0.2,28.1372
US-2015-159982,11/28/2015,Standard Class,Dan Reichenbach,Corporate,United States,Chicago,Central,FUR-FU-10002505,Furniture,Furnishings,Eldon 100 Class Desk Accessories,12.132,9,0.6,-8.4924
CA-2015-155334,7/30/2015,First Class,Helen Andreada,Consumer,United States,San Francisco,West,FUR-FU-10003274,Furniture,Furnishings,Regeneration Desk Collection,5.28,3,0.0,2.3232
CA-2015-130890,11/2/2015,Standard Class,Jas O'Carroll,Consumer,United States,Los Angeles,West,FUR-TA-10002903,Furniture,Tables,"Bevis Round Bullnose 29"" High Table Top",1038.84,5,0.2,51.942
CA-2016-110772,11/20/2016,Second Class,Nick Zandusky,Home Office,United States,Columbus,East,FUR-BO-10004709,Furniture,Bookcases,"Bush Westfield Collection Bookcases, Medium Cherry Finish",86.97,3,0.5,-48.7032
CA-2014-111451,12/26/2014,First Class,Kelly Lampkin,Corporate,United States,Colorado Springs,West,FUR-FU-10004091,Furniture,Furnishings,"Howard Miller 13"" Diameter Goldtone Round Wall Clock",300.416,8,0.2,78.8592
CA-2014-111451,12/26/2014,First Class,Kelly Lampkin,Corporate,United States,Colorado Springs,West,FUR-CH-10001891,Furniture,Chairs,Global Deluxe Office Fabric Chairs,230.352,3,0.2,20.1558
CA-2014-111451,12/26/2014,First Class,Kelly Lampkin,Corporate,United States,Colorado Springs,West,FUR-FU-10002918,Furniture,Furnishings,Eldon ClusterMat Chair Mat with Cordless Antistatic Protection,218.352,3,0.2,-24.5646
CA-2016-142545,10/28/2016,Standard Class,Jonathan Doherty,Corporate,United States,Belleville,East,FUR-FU-10001861,Furniture,Furnishings,"Floodlight Indoor Halogen Bulbs, 1 Bulb per Pack, 60 Watts",77.6,4,0.0,38.024
US-2017-152380,11/19/2017,Standard Class,Jonathan Howell,Consumer,United States,Chicago,Central,FUR-TA-10002533,Furniture,Tables,BPI Conference Tables,219.075,3,0.5,-131.445
CA-2015-144253,5/4/2015,Second Class,Alan Schoenberger,Corporate,United States,New York City,East,FUR-FU-10002671,Furniture,Furnishings,Electrix 20W Halogen Replacement Bulb for Zoom-In Desk Lamp,26.8,2,0.0,12.864
CA-2016-142902,9/12/2016,Second Class,Ben Peterman,Corporate,United States,Arvada,West,FUR-FU-10001918,Furniture,Furnishings,C-Line Cubicle Keepers Polyproplyene Holder With Velcro Backings,15.136,4,0.2,3.5948
CA-2016-142902,9/12/2016,Second Class,Ben Peterman,Corporate,United States,Arvada,West,FUR-CH-10004086,Furniture,Chairs,Hon 4070 Series Pagoda Armless Upholstered Stacking Chairs,466.768,2,0.2,52.5114
CA-2016-142902,9/12/2016,Second Class,Ben Peterman,Corporate,United States,Arvada,West,FUR-FU-10001756,Furniture,Furnishings,"Eldon Expressions Desk Accessory, Wood Photo Frame, Mahogany",15.232,1,0.2,1.7136
CA-2014-120887,9/27/2014,Standard Class,Thomas Seio,Corporate,United States,Hackensack,East,FUR-FU-10001588,Furniture,Furnishings,"Deflect-o SuperTray Unbreakable Stackable Tray, Letter, Black",87.54,3,0.0,37.6422
CA-2014-164973,11/4/2014,Standard Class,Nathan Mautz,Home Office,United States,New York City,East,FUR-CH-10002602,Furniture,Chairs,DMI Arturo Collection Mission-style Design Wood Chair,135.882,1,0.1,24.1568
CA-2017-153339,11/3/2017,Second Class,Don Jones,Corporate,United States,Murfreesboro,South,FUR-FU-10001967,Furniture,Furnishings,Telescoping Adjustable Floor Lamp,15.992,1,0.2,0.9995
US-2016-141544,8/30/2016,First Class,Patrick O'Brill,Consumer,United States,Philadelphia,East,FUR-CH-10003312,Furniture,Chairs,Hon 2090 ÒPillow SoftÓ Series Mid Back Swivel/Tilt Chairs,786.744,4,0.3,-258.5016
CA-2014-129924,7/12/2014,Standard Class,Alyssa Crouse,Corporate,United States,San Francisco,West,FUR-TA-10004575,Furniture,Tables,Hon 5100 Series Wood Tables,698.352,3,0.2,-17.4588
CA-2016-138520,4/8/2016,Standard Class,Jeremy Lonsdale,Consumer,United States,New York City,East,FUR-BO-10002268,Furniture,Bookcases,Sauder Barrister Bookcases,388.704,6,0.2,-4.8588
CA-2017-144904,9/25/2017,Standard Class,Katrina Willman,Consumer,United States,New York City,East,FUR-CH-10000785,Furniture,Chairs,Global Ergonomic Managers Chair,488.646,3,0.1,86.8704
CA-2017-144904,9/25/2017,Standard Class,Katrina Willman,Consumer,United States,New York City,East,FUR-FU-10000023,Furniture,Furnishings,Eldon Wave Desk Accessories,47.12,8,0.0,20.7328
CA-2016-155516,10/21/2016,Same Day,Michael Kennedy,Corporate,United States,Manchester,East,FUR-BO-10002545,Furniture,Bookcases,"Atlantic Metals Mobile 3-Shelf Bookcases, Custom Colors",1043.92,4,0.0,271.4192
US-2017-134481,8/27/2017,Standard Class,Allen Rosenblatt,Corporate,United States,Franklin,East,FUR-TA-10004915,Furniture,Tables,"Office Impressions End Table, 20-1/2""H x 24""W x 20""D",1488.424,7,0.3,-297.6848
US-2015-168935,11/27/2015,Standard Class,Denny Ordway,Consumer,United States,Pembroke Pines,South,FUR-TA-10000617,Furniture,Tables,"Hon Practical Foundations 30 x 60 Training Table, Light Gray/Charcoal",375.4575,3,0.45,-157.0095
CA-2015-122756,12/3/2015,Standard Class,Dean Katz,Corporate,United States,Philadelphia,East,FUR-FU-10001935,Furniture,Furnishings,3M Hangers With Command Adhesive,2.96,1,0.2,0.777
CA-2016-108987,9/8/2016,Second Class,Anna Gayman,Consumer,United States,Houston,Central,FUR-BO-10004834,Furniture,Bookcases,"Riverside Palais Royal Lawyers Bookcase, Royale Cherry Finish",2396.2656,4,0.32,-317.1528
CA-2017-117457,12/8/2017,Standard Class,Keith Herrera,Consumer,United States,San Francisco,West,FUR-TA-10002041,Furniture,Tables,"Bevis Round Conference Table Top, X-Base",1004.024,7,0.2,-112.9527
CA-2017-117457,12/8/2017,Standard Class,Keith Herrera,Consumer,United States,San Francisco,West,FUR-BO-10001972,Furniture,Bookcases,O'Sullivan 4-Shelf Bookcase in Odessa Pine,1336.829,13,0.15,31.4548
CA-2017-117457,12/8/2017,Standard Class,Keith Herrera,Consumer,United States,San Francisco,West,FUR-CH-10003956,Furniture,Chairs,Novimex High-Tech Fabric Mesh Task Chair,113.568,2,0.2,-18.4548
CA-2017-142636,11/3/2017,Standard Class,Kimberly Carter,Corporate,United States,Seattle,West,FUR-CH-10001891,Furniture,Chairs,Global Deluxe Office Fabric Chairs,307.136,4,0.2,26.8744
CA-2016-148796,4/14/2016,Standard Class,Philip Brown,Consumer,United States,Los Angeles,West,FUR-CH-10004886,Furniture,Chairs,Bevis Steel Folding Chairs,383.8,5,0.2,38.38
CA-2017-125388,10/19/2017,Standard Class,Michael Paige,Corporate,United States,Lawrence,East,FUR-FU-10004712,Furniture,Furnishings,"Westinghouse Mesh Shade Clip-On Gooseneck Lamp, Black",56.56,4,0.0,14.7056
CA-2017-155705,8/21/2017,Second Class,Natalie Fritzler,Consumer,United States,Jackson,South,FUR-CH-10000015,Furniture,Chairs,Hon Multipurpose Stacking Arm Chairs,866.4,4,0.0,225.264
CA-2017-149160,11/23/2017,Second Class,Janet Molinari,Corporate,United States,Canton,Central,FUR-FU-10003347,Furniture,Furnishings,Coloredge Poster Frame,28.4,2,0.0,11.076
CA-2017-157252,1/20/2017,Second Class,Cynthia Voltz,Corporate,United States,New York City,East,FUR-CH-10003396,Furniture,Chairs,Global Deluxe Steno Chair,207.846,3,0.1,2.3094
CA-2016-115756,9/5/2016,Second Class,Pete Kriz,Consumer,United States,Detroit,Central,FUR-FU-10000246,Furniture,Furnishings,Aluminum Document Frame,12.22,1,0.0,3.666
CA-2016-115756,9/5/2016,Second Class,Pete Kriz,Consumer,United States,Detroit,Central,FUR-CH-10002372,Furniture,Chairs,Office Star - Ergonomically Designed Knee Chair,242.94,3,0.0,29.1528
CA-2017-154214,3/20/2017,Second Class,Troy Blackwell,Consumer,United States,Columbus,Central,FUR-FU-10000206,Furniture,Furnishings,"GE General Purpose, Extra Long Life, Showcase & Floodlight Incandescent Bulbs",2.91,1,0.0,1.3677
CA-2017-147277,10/20/2017,Standard Class,Ed Braxton,Corporate,United States,Akron,East,FUR-TA-10001539,Furniture,Tables,Chromcraft Rectangular Conference Tables,284.364,2,0.4,-75.8304
US-2014-110674,2/12/2014,Standard Class,Sanjit Chand,Consumer,United States,Concord,West,FUR-CH-10000225,Furniture,Chairs,"Global Geo Office Task Chair, Gray",129.568,2,0.2,-24.294
US-2016-157945,9/26/2016,Standard Class,Natalie Fritzler,Consumer,United States,Decatur,Central,FUR-CH-10002331,Furniture,Chairs,Hon 4700 Series Mobuis Mid-Back Task Chairs with Adjustable Arms,747.558,3,0.3,-96.1146
CA-2016-109869,4/22/2016,Standard Class,Tanja Norvell,Home Office,United States,Phoenix,West,FUR-FU-10000023,Furniture,Furnishings,Eldon Wave Desk Accessories,23.56,5,0.2,7.068
CA-2016-109869,4/22/2016,Standard Class,Tanja Norvell,Home Office,United States,Phoenix,West,FUR-TA-10001889,Furniture,Tables,Bush Advantage Collection Racetrack Conference Table,1272.63,6,0.5,-814.4832
US-2015-101399,1/17/2015,Standard Class,Joni Sundaresam,Home Office,United States,Park Ridge,Central,FUR-FU-10002918,Furniture,Furnishings,Eldon ClusterMat Chair Mat with Cordless Antistatic Protection,254.744,7,0.6,-312.0614
CA-2017-154907,3/31/2017,Standard Class,David Smith,Corporate,United States,Amarillo,Central,FUR-BO-10002824,Furniture,Bookcases,Bush Mission Pointe Library,205.3328,2,0.32,-36.2352
CA-2014-144666,11/9/2014,Second Class,Jeremy Pistek,Consumer,United States,San Francisco,West,FUR-BO-10001601,Furniture,Bookcases,"Sauder Mission Library with Doors, Fruitwood Finish",222.666,2,0.15,10.4784
CA-2016-152632,10/27/2016,Standard Class,Jeremy Ellison,Consumer,United States,Troy,East,FUR-FU-10002671,Furniture,Furnishings,Electrix 20W Halogen Replacement Bulb for Zoom-In Desk Lamp,40.2,3,0.0,19.296
CA-2017-140963,6/10/2017,First Class,Michelle Tran,Home Office,United States,Los Angeles,West,FUR-BO-10001337,Furniture,Bookcases,O'Sullivan Living Dimensions 2-Shelf Bookcases,514.165,5,0.15,-30.245
US-2016-120929,3/18/2016,Second Class,Rose O'Brian,Consumer,United States,Memphis,South,FUR-TA-10001857,Furniture,Tables,Balt Solid Wood Rectangular Table,189.882,3,0.4,-94.941
CA-2016-126158,7/25/2016,Standard Class,Sanjit Chand,Consumer,United States,Costa Mesa,West,FUR-FU-10004864,Furniture,Furnishings,"Howard Miller 14-1/2"" Diameter Chrome Round Wall Clock",255.76,4,0.0,81.8432
CA-2016-126158,7/25/2016,Standard Class,Sanjit Chand,Consumer,United States,Costa Mesa,West,FUR-CH-10002602,Furniture,Chairs,DMI Arturo Collection Mission-style Design Wood Chair,241.568,2,0.2,18.1176
CA-2016-126158,7/25/2016,Standard Class,Sanjit Chand,Consumer,United States,Costa Mesa,West,FUR-FU-10000073,Furniture,Furnishings,Deflect-O Glasstique Clear Desk Accessories,69.3,9,0.0,22.869
US-2016-105578,5/30/2016,Standard Class,Maribeth Yedwab,Corporate,United States,Parker,West,FUR-CH-10001215,Furniture,Chairs,Global Troy Executive Leather Low-Back Tilter,801.568,2,0.2,50.098
CA-2017-135307,11/26/2017,First Class,Lynn Smith,Consumer,United States,Gladstone,Central,FUR-FU-10001290,Furniture,Furnishings,Executive Impressions Supervisor Wall Clock,126.3,3,0.0,40.416
CA-2017-145142,1/23/2017,First Class,Matt Connell,Corporate,United States,Detroit,Central,FUR-TA-10001857,Furniture,Tables,Balt Solid Wood Rectangular Table,210.98,2,0.0,21.098
CA-2017-113558,10/21/2017,Standard Class,Patricia Hirasaki,Home Office,United States,Lakeland,South,FUR-CH-10003379,Furniture,Chairs,Global Commerce Series High-Back Swivel/Tilt Chairs,683.952,3,0.2,42.747
CA-2017-113558,10/21/2017,Standard Class,Patricia Hirasaki,Home Office,United States,Lakeland,South,FUR-FU-10001756,Furniture,Furnishings,"Eldon Expressions Desk Accessory, Wood Photo Frame, Mahogany",45.696,3,0.2,5.1408
CA-2015-102848,11/7/2015,Second Class,Karen Bern,Corporate,United States,Los Angeles,West,FUR-CH-10000595,Furniture,Chairs,Safco Contoured Stacking Chairs,190.72,1,0.2,11.92
US-2017-129441,9/7/2017,Standard Class,Jasper Cacioppo,Consumer,United States,Los Angeles,West,FUR-FU-10000448,Furniture,Furnishings,Tenex Chairmats For Use With Carpeted Floors,47.94,3,0.0,2.397
CA-2015-134894,12/7/2015,Standard Class,Darren Koutras,Consumer,United States,Henderson,South,FUR-CH-10002647,Furniture,Chairs,"Situations Contoured Folding Chairs, 4/Set",283.92,4,0.0,70.98
CA-2014-103849,5/11/2014,Standard Class,Paul Gonzalez,Consumer,United States,Fort Worth,Central,FUR-FU-10000723,Furniture,Furnishings,"Deflect-o EconoMat Studded, No Bevel Mat for Low Pile Carpeting",66.112,4,0.6,-84.2928
CA-2016-136406,4/15/2016,Second Class,Bill Donatelli,Consumer,United States,San Francisco,West,FUR-CH-10002024,Furniture,Chairs,HON 5400 Series Task Chairs for Big and Tall,1121.568,2,0.2,0.0
CA-2017-112774,9/11/2017,First Class,Ryan Crowe,Consumer,United States,Jacksonville,South,FUR-FU-10003039,Furniture,Furnishings,"Howard Miller 11-1/2"" Diameter Grantwood Wall Clock",34.504,1,0.2,6.0382
CA-2016-113243,6/10/2016,Standard Class,Olvera Toch,Consumer,United States,Los Angeles,West,FUR-TA-10004256,Furniture,Tables,Bretford ÒJust In TimeÓ Height-Adjustable Multi-Task Work Tables,1335.68,4,0.2,-217.048
CA-2017-118731,11/20/2017,Second Class,Liz Pelletier,Consumer,United States,San Francisco,West,FUR-FU-10003347,Furniture,Furnishings,Coloredge Poster Frame,42.6,3,0.0,16.614
CA-2014-145576,9/14/2014,Second Class,Cynthia Arntzen,Consumer,United States,Tampa,South,FUR-FU-10004020,Furniture,Furnishings,Advantus Panel Wall Acrylic Frame,13.128,3,0.2,3.7743
CA-2017-156951,10/1/2017,Standard Class,Ellis Ballard,Corporate,United States,Seattle,West,FUR-CH-10004997,Furniture,Chairs,Hon Every-Day Series Multi-Task Chairs,451.152,3,0.2,0.0
CA-2017-118640,7/20/2017,Standard Class,Carlos Soltero,Consumer,United States,Chicago,Central,FUR-FU-10001475,Furniture,Furnishings,"Contract Clock, 14"", Brown",8.792,1,0.6,-5.7148
CA-2015-128139,7/3/2015,Standard Class,Bruce Degenhardt,Consumer,United States,Richmond,South,FUR-CH-10003956,Furniture,Chairs,Novimex High-Tech Fabric Mesh Task Chair,70.98,1,0.0,4.9686
CA-2014-131450,8/8/2014,Standard Class,Lena Radford,Consumer,United States,San Diego,West,FUR-FU-10001979,Furniture,Furnishings,Dana Halogen Swing-Arm Architect Lamp,327.76,8,0.0,91.7728
CA-2014-149958,3/15/2014,Standard Class,Alan Shonely,Consumer,United States,Tampa,South,FUR-FU-10001756,Furniture,Furnishings,"Eldon Expressions Desk Accessory, Wood Photo Frame, Mahogany",45.696,3,0.2,5.1408
CA-2017-117947,8/18/2017,Second Class,Nat Gilpin,Corporate,United States,New York City,East,FUR-FU-10003849,Furniture,Furnishings,"DAX Metal Frame, Desktop, Stepped-Edge",40.48,2,0.0,15.7872
